customer_id,churn_flag,churn_date,churn_reason
CUST02397,0,,Not Churned
CUST02398,1,2026-05-13,Customer Support
CUST02399,0,,Not Churned
CUST02400,0,,Not Churned
CUST02401,0,,Not Churned
CUST02402,0,,Not Churned
CUST02403,0,,Not Churned
CUST02404,0,,Not Churned
CUST02405,0,,Not Churned
CUST02406,0,,Not Churned
CUST02407,0,,Not Churned
CUST02408,1,2026-02-20,Customer Support
CUST02409,1,2026-01-27,Customer Support
CUST02410,1,2026-03-16,Technical Issues
CUST02411,1,2026-03-31,Not Using Product
CUST02412,0,,Not Churned
CUST02413,1,2026-01-23,Not Using Product
CUST02414,0,,Not Churned
CUST02415,1,2026-06-02,Other
CUST02416,0,,Not Churned
CUST02417,0,,Not Churned
CUST02418,0,,Not Churned
CUST02419,0,,Not Churned
CUST02420,0,,Not Churned
CUST02421,0,,Not Churned
CUST02422,0,,Not Churned
CUST02423,0,,Not Churned
CUST02424,0,,Not Churned
CUST02425,0,,Not Churned
CUST02426,0,,Not Churned
CUST02427,0,,Not Churned
CUST02428,0,,Not Churned
CUST02429,1,2026-06-06,Technical Issues
CUST02430,0,,Not Churned
CUST02431,0,,Not Churned
CUST02432,0,,Not Churned
CUST02433,0,,Not Churned
CUST02434,0,,Not Churned
CUST02435,0,,Not Churned
CUST02436,1,2026-04-11,Competitor
CUST02437,0,,Not Churned
CUST02438,0,,Not Churned
CUST02439,0,,Not Churned
CUST02440,0,,Not Churned
CUST02441,0,,Not Churned
CUST02442,0,,Not Churned
CUST02443,1,2026-07-06,Technical Issues
CUST02444,0,,Not Churned
CUST02445,0,,Not Churned
CUST02446,1,2026-05-12,Customer Support
CUST02447,0,,Not Churned
CUST02448,0,,Not Churned
CUST02449,0,,Not Churned
CUST02450,1,2026-06-19,Poor Service
CUST02451,1,2026-07-12,Technical Issues
CUST02452,0,,Not Churned
CUST02453,0,,Not Churned
CUST02454,0,,Not Churned
CUST02455,0,,Not Churned
CUST02456,0,,Not Churned
CUST02457,0,,Not Churned
CUST02458,1,2026-03-11,Poor Service
CUST02459,0,,Not Churned
CUST02460,0,,Not Churned
CUST02461,1,2026-03-05,Not Using Product
CUST02462,0,,Not Churned
CUST02463,1,2026-04-11,Technical Issues
CUST02464,0,,Not Churned
CUST02465,0,,Not Churned
CUST02466,0,,Not Churned
CUST02467,0,,Not Churned
CUST02468,0,,Not Churned
CUST02469,0,,Not Churned
CUST02470,0,,Not Churned
CUST02471,0,,Not Churned
CUST02472,1,2026-06-07,Customer Support
CUST02473,0,,Not Churned
CUST02474,0,,Not Churned
CUST02475,0,,Not Churned
CUST02476,1,2026-01-04,Competitor
CUST02477,1,2026-08-14,Technical Issues
CUST02478,0,,Not Churned
CUST02479,0,,Not Churned
CUST02480,0,,Not Churned
CUST02481,1,2026-03-13,Competitor
CUST02482,1,2026-05-10,Competitor
CUST02483,0,,Not Churned
CUST02484,0,,Not Churned
CUST02485,0,,Not Churned
CUST02486,0,,Not Churned
CUST02487,0,,Not Churned
CUST02488,0,,Not Churned
CUST02489,1,2026-05-28,Other
CUST02490,0,,Not Churned
CUST02491,1,2026-02-02,Not Using Product
CUST02492,0,,Not Churned
CUST02493,0,,Not Churned
CUST02494,0,,Not Churned
CUST02495,0,,Not Churned
CUST02496,1,2026-04-25,Other
CUST02497,0,,Not Churned
CUST02498,1,2026-05-02,Customer Support
CUST02499,0,,Not Churned
CUST02500,0,,Not Churned
CUST02501,0,,Not Churned
CUST02502,0,,Not Churned
CUST02503,0,,Not Churned
CUST02504,0,,Not Churned
CUST02505,0,,Not Churned
CUST02506,0,,Not Churned
CUST02507,0,,Not Churned
CUST02508,0,,Not Churned
CUST02509,1,2026-08-23,Technical Issues
CUST02510,1,2026-07-13,Poor Service
CUST02511,1,2026-07-13,Poor Service
CUST02512,0,,Not Churned
CUST02513,0,,Not Churned
CUST02514,0,,Not Churned
CUST02515,0,,Not Churned
CUST02516,1,2026-08-20,Technical Issues
CUST02517,1,2026-02-16,High Price
CUST02518,0,,Not Churned
CUST02519,0,,Not Churned
CUST02520,0,,Not Churned
CUST02521,0,,Not Churned
CUST02522,0,,Not Churned
CUST02523,0,,Not Churned
CUST02524,1,2026-06-15,Competitor
CUST02525,0,,Not Churned
CUST02526,0,,Not Churned
CUST02527,0,,Not Churned
CUST02528,1,2026-04-03,Not Using Product
CUST02529,0,,Not Churned
CUST02530,0,,Not Churned
CUST02531,0,,Not Churned
CUST02532,0,,Not Churned
CUST02533,1,2026-04-15,Technical Issues
CUST02534,0,,Not Churned
CUST02535,1,2026-08-26,Customer Support
CUST02536,0,,Not Churned
CUST02537,0,,Not Churned
CUST02538,0,,Not Churned
CUST02539,1,2026-04-04,Technical Issues
CUST02540,0,,Not Churned
CUST02541,0,,Not Churned
CUST02542,0,,Not Churned
CUST02543,1,2026-07-28,Other
CUST02544,1,2026-04-12,Competitor
CUST02545,0,,Not Churned
CUST02546,1,2026-03-05,Not Using Product
CUST02547,0,,Not Churned
CUST02548,0,,Not Churned
CUST02549,0,,Not Churned
CUST02550,1,2026-06-04,Customer Support
CUST02551,0,,Not Churned
CUST02552,0,,Not Churned
CUST02553,0,,Not Churned
CUST02554,0,,Not Churned
CUST02555,0,,Not Churned
CUST02556,0,,Not Churned
CUST02557,0,,Not Churned
CUST02558,1,2026-05-24,Poor Service
CUST02559,0,,Not Churned
CUST02560,1,2026-01-26,Customer Support
CUST02561,0,,Not Churned
CUST02562,0,,Not Churned
CUST02563,1,2026-08-06,Competitor
CUST02564,0,,Not Churned
CUST02565,0,,Not Churned
CUST02566,0,,Not Churned
CUST02567,0,,Not Churned
CUST02568,0,,Not Churned
CUST02569,0,,Not Churned
CUST02570,1,2026-02-04,Competitor
CUST02571,0,,Not Churned
CUST02572,1,2026-04-09,High Price
CUST02573,0,,Not Churned
CUST02574,0,,Not Churned
CUST02575,0,,Not Churned
CUST02576,1,2026-03-29,Not Using Product
CUST02577,1,2026-06-17,High Price
CUST02578,0,,Not Churned
CUST02579,0,,Not Churned
CUST02580,1,2026-03-13,Technical Issues
CUST02581,0,,Not Churned
CUST02582,1,2026-01-22,Other
CUST02583,1,2026-03-15,Other
CUST02584,1,2026-04-21,Poor Service
CUST02585,0,,Not Churned
CUST02586,1,2026-06-14,Competitor
CUST02587,0,,Not Churned
CUST02588,0,,Not Churned
CUST02589,0,,Not Churned
CUST02590,1,2026-08-16,Competitor
CUST02591,0,,Not Churned
CUST02592,0,,Not Churned
CUST02593,0,,Not Churned
CUST02594,1,2026-06-22,High Price
CUST02595,1,2026-04-03,Poor Service
CUST02596,0,,Not Churned
CUST02597,0,,Not Churned
CUST02598,1,2026-06-08,High Price
CUST02599,0,,Not Churned
CUST02600,0,,Not Churned
CUST02601,0,,Not Churned
CUST02602,0,,Not Churned
CUST02603,0,,Not Churned
CUST02604,0,,Not Churned
CUST02605,0,,Not Churned
CUST02606,1,2026-05-23,Other
CUST02607,0,,Not Churned
CUST02608,0,,Not Churned
CUST02609,1,2026-07-31,Customer Support
CUST02610,0,,Not Churned
CUST02611,0,,Not Churned
CUST02612,0,,Not Churned
CUST02613,0,,Not Churned
CUST02614,0,,Not Churned
CUST02615,0,,Not Churned
CUST02616,0,,Not Churned
CUST02617,1,2026-01-13,Competitor
CUST02618,1,2026-08-18,Customer Support
CUST02619,1,2026-01-16,Technical Issues
CUST02620,0,,Not Churned
CUST02621,1,2026-07-20,Customer Support
CUST02622,0,,Not Churned
CUST02623,1,2026-07-31,Not Using Product
CUST02624,1,2026-03-21,High Price
CUST02625,1,2026-03-31,High Price
CUST02626,0,,Not Churned
CUST02627,0,,Not Churned
CUST02628,1,2026-05-03,Poor Service
CUST02629,1,2026-02-08,High Price
CUST02630,0,,Not Churned
CUST02631,0,,Not Churned
CUST02632,1,2026-01-08,Competitor
CUST02633,0,,Not Churned
CUST02634,1,2026-07-22,Technical Issues
CUST02635,1,2026-06-30,Competitor
CUST02636,0,,Not Churned
CUST02637,1,2026-08-30,Poor Service
CUST02638,1,2026-08-22,Competitor
CUST02639,0,,Not Churned
CUST02640,0,,Not Churned
CUST02641,1,2026-05-20,Customer Support
CUST02642,0,,Not Churned
CUST02643,0,,Not Churned
CUST02644,0,,Not Churned
CUST02645,0,,Not Churned
CUST02646,0,,Not Churned
CUST02647,0,,Not Churned
CUST02648,0,,Not Churned
CUST02649,0,,Not Churned
CUST02650,0,,Not Churned
CUST02651,0,,Not Churned
CUST02652,0,,Not Churned
CUST02653,1,2026-02-15,Not Using Product
CUST02654,0,,Not Churned
CUST02655,0,,Not Churned
CUST02656,0,,Not Churned
CUST02657,0,,Not Churned
CUST02658,0,,Not Churned
CUST02659,1,2026-05-27,Not Using Product
CUST02660,0,,Not Churned
CUST02661,1,2026-03-29,Customer Support
CUST02662,0,,Not Churned
CUST02663,0,,Not Churned
CUST02664,0,,Not Churned
CUST02665,0,,Not Churned
CUST02666,0,,Not Churned
CUST02667,0,,Not Churned
CUST02668,0,,Not Churned
CUST02669,0,,Not Churned
CUST02670,0,,Not Churned
CUST02671,0,,Not Churned
CUST02672,1,2026-04-19,Technical Issues
CUST02673,0,,Not Churned
CUST02674,0,,Not Churned
CUST02675,0,,Not Churned
CUST02676,0,,Not Churned
CUST02677,0,,Not Churned
CUST02678,0,,Not Churned
CUST02679,0,,Not Churned
CUST02680,0,,Not Churned
CUST02681,0,,Not Churned
CUST02682,0,,Not Churned
CUST02683,0,,Not Churned
CUST02684,0,,Not Churned
CUST02685,1,2026-05-07,High Price
CUST02686,0,,Not Churned
CUST02687,0,,Not Churned
CUST02688,1,2026-06-21,Technical Issues
CUST02689,0,,Not Churned
CUST02690,0,,Not Churned
CUST02691,0,,Not Churned
CUST02692,1,2026-01-21,Technical Issues
CUST02693,0,,Not Churned
CUST02694,1,2026-04-01,Poor Service
CUST02695,0,,Not Churned
CUST02696,0,,Not Churned
CUST02697,0,,Not Churned
CUST02698,0,,Not Churned
CUST02699,0,,Not Churned
CUST02700,0,,Not Churned
CUST02701,0,,Not Churned
CUST02702,0,,Not Churned
CUST02703,0,,Not Churned
CUST02704,0,,Not Churned
CUST02705,0,,Not Churned
CUST02706,0,,Not Churned
CUST02707,0,,Not Churned
CUST02708,0,,Not Churned
CUST02709,0,,Not Churned
CUST02710,0,,Not Churned
CUST02711,1,2026-08-30,Technical Issues
CUST02712,1,2026-08-14,Other
CUST02713,0,,Not Churned
CUST02714,1,2026-01-28,Technical Issues
CUST02715,0,,Not Churned
CUST02716,0,,Not Churned
CUST02717,1,2026-07-17,Competitor
CUST02718,1,2026-04-23,Poor Service
CUST02719,1,2026-03-15,Competitor
CUST02720,0,,Not Churned
CUST02721,0,,Not Churned
CUST02722,0,,Not Churned
CUST02723,0,,Not Churned
CUST02724,1,2026-05-24,High Price
CUST02725,0,,Not Churned
CUST02726,0,,Not Churned
CUST02727,1,2026-03-15,Technical Issues
CUST02728,0,,Not Churned
CUST02729,0,,Not Churned
CUST02730,0,,Not Churned
CUST02731,0,,Not Churned
CUST02732,0,,Not Churned
CUST02733,0,,Not Churned
CUST02734,0,,Not Churned
CUST02735,0,,Not Churned
CUST02736,1,2026-02-12,Poor Service
CUST02737,0,,Not Churned
CUST02738,0,,Not Churned
CUST02739,0,,Not Churned
CUST02740,0,,Not Churned
CUST02741,1,2026-03-02,Other
CUST02742,0,,Not Churned
CUST02743,1,2026-06-30,High Price
CUST02744,0,,Not Churned
CUST02745,0,,Not Churned
CUST02746,0,,Not Churned
CUST02747,0,,Not Churned
CUST02748,0,,Not Churned
CUST02749,1,2026-03-03,Technical Issues
CUST02750,0,,Not Churned
CUST02751,1,2026-06-09,Other
CUST02752,0,,Not Churned
CUST02753,0,,Not Churned
CUST02754,0,,Not Churned
CUST02755,1,2026-03-29,Poor Service
CUST02756,0,,Not Churned
CUST02757,1,2026-01-20,Customer Support
CUST02758,0,,Not Churned
CUST02759,0,,Not Churned
CUST02760,1,2026-03-17,Not Using Product
CUST02761,1,2026-06-10,Customer Support
CUST02762,0,,Not Churned
CUST02763,0,,Not Churned
CUST02764,0,,Not Churned
CUST02765,1,2026-02-16,Poor Service
CUST02766,0,,Not Churned
CUST02767,1,2026-05-31,Competitor
CUST02768,1,2026-07-10,Competitor
CUST02769,1,2026-01-31,Other
CUST02770,0,,Not Churned
CUST02771,1,2026-07-08,High Price
CUST02772,0,,Not Churned
CUST02773,1,2026-06-11,Not Using Product
CUST02774,0,,Not Churned
CUST02775,1,2026-03-07,Competitor
CUST02776,0,,Not Churned
CUST02777,0,,Not Churned
CUST02778,0,,Not Churned
CUST02779,0,,Not Churned
CUST02780,0,,Not Churned
CUST02781,0,,Not Churned
CUST02782,0,,Not Churned
CUST02783,1,2026-01-26,Competitor
CUST02784,0,,Not Churned
CUST02785,1,2026-01-14,Customer Support
CUST02786,0,,Not Churned
CUST02787,0,,Not Churned
CUST02788,1,2026-08-20,Not Using Product
CUST02789,0,,Not Churned
CUST02790,0,,Not Churned
CUST02791,0,,Not Churned
CUST02792,1,2026-05-24,Competitor
CUST02793,1,2026-01-28,Poor Service
CUST02794,0,,Not Churned
CUST02795,1,2026-01-08,Not Using Product
CUST02796,0,,Not Churned
CUST02797,0,,Not Churned
CUST02798,0,,Not Churned
CUST02799,0,,Not Churned
CUST02800,1,2026-01-07,High Price
CUST02801,0,,Not Churned
CUST02802,1,2026-02-18,High Price
CUST02803,0,,Not Churned
CUST02804,0,,Not Churned
CUST02805,0,,Not Churned
CUST02806,0,,Not Churned
CUST02807,0,,Not Churned
CUST02808,0,,Not Churned
CUST02809,0,,Not Churned
CUST02810,0,,Not Churned
CUST02811,0,,Not Churned
CUST02812,1,2026-04-14,Customer Support
CUST02813,1,2026-07-02,Other
CUST02814,0,,Not Churned
CUST02815,1,2026-07-16,Technical Issues
CUST02816,1,2026-06-03,Poor Service
CUST02817,1,2026-05-14,Poor Service
CUST02818,0,,Not Churned
CUST02819,0,,Not Churned
CUST02820,1,2026-03-06,Competitor
CUST02821,0,,Not Churned
CUST02822,1,2026-05-11,Customer Support
CUST02823,1,2026-03-09,Competitor
CUST02824,0,,Not Churned
CUST02825,0,,Not Churned
CUST02826,1,2026-03-03,Competitor
CUST02827,0,,Not Churned
CUST02828,1,2026-02-21,Technical Issues
CUST02829,0,,Not Churned
CUST02830,1,2026-01-04,High Price
CUST02831,0,,Not Churned
CUST02832,1,2026-07-08,High Price
CUST02833,0,,Not Churned
CUST02834,0,,Not Churned
CUST02835,1,2026-05-08,Poor Service
CUST02836,0,,Not Churned
CUST02837,0,,Not Churned
CUST02838,0,,Not Churned
CUST02839,0,,Not Churned
CUST02840,0,,Not Churned
CUST02841,0,,Not Churned
CUST02842,0,,Not Churned
CUST02843,0,,Not Churned
CUST02844,0,,Not Churned
CUST02845,0,,Not Churned
CUST02846,0,,Not Churned
CUST02847,0,,Not Churned
CUST02848,0,,Not Churned
CUST02849,1,2026-08-08,Customer Support
CUST02850,0,,Not Churned
CUST02851,1,2026-04-09,Technical Issues
CUST02852,0,,Not Churned
CUST02853,0,,Not Churned
CUST02854,0,,Not Churned
CUST02855,0,,Not Churned
CUST02856,1,2026-03-25,Competitor
CUST02857,0,,Not Churned
CUST02858,0,,Not Churned
CUST02859,0,,Not Churned
CUST02860,1,2026-01-08,High Price
CUST02861,1,2026-04-14,High Price
CUST02862,1,2026-03-11,Technical Issues
CUST02863,0,,Not Churned
CUST02864,1,2026-07-30,Other
CUST02865,1,2026-05-09,Poor Service
CUST02866,1,2026-01-11,Not Using Product
CUST02867,0,,Not Churned
CUST02868,0,,Not Churned
CUST02869,0,,Not Churned
CUST02870,1,2026-04-05,Customer Support
CUST02871,1,2026-05-18,Other
CUST02872,1,2026-04-01,Other
CUST02873,0,,Not Churned
CUST02874,0,,Not Churned
CUST02875,1,2026-05-25,Poor Service
CUST02876,0,,Not Churned
CUST02877,0,,Not Churned
CUST02878,0,,Not Churned
CUST02879,0,,Not Churned
CUST02880,0,,Not Churned
CUST02881,0,,Not Churned
CUST02882,0,,Not Churned
CUST02883,0,,Not Churned
CUST02884,1,2026-03-08,Not Using Product
CUST02885,1,2026-05-12,Customer Support
CUST02886,0,,Not Churned
CUST02887,1,2026-03-13,High Price
CUST02888,0,,Not Churned
CUST02889,0,,Not Churned
CUST02890,0,,Not Churned
CUST02891,0,,Not Churned
CUST02892,0,,Not Churned
CUST02893,0,,Not Churned
CUST02894,1,2026-01-21,Competitor
CUST02895,0,,Not Churned
CUST02896,0,,Not Churned
CUST02897,0,,Not Churned
CUST02898,0,,Not Churned
CUST02899,0,,Not Churned
CUST02900,0,,Not Churned
CUST02901,0,,Not Churned
CUST02902,1,2026-02-28,Customer Support
CUST02903,0,,Not Churned
CUST02904,0,,Not Churned
CUST02905,0,,Not Churned
CUST02906,0,,Not Churned
CUST02907,1,2026-04-29,Technical Issues
CUST02908,0,,Not Churned
CUST02909,0,,Not Churned
CUST02910,0,,Not Churned
CUST02911,0,,Not Churned
CUST02912,0,,Not Churned
CUST02913,0,,Not Churned
CUST02914,0,,Not Churned
CUST02915,1,2026-03-07,Competitor
CUST02916,0,,Not Churned
CUST02917,1,2026-06-15,Poor Service
CUST02918,1,2026-07-13,Other
CUST02919,0,,Not Churned
CUST02920,1,2026-07-01,Technical Issues
CUST02921,0,,Not Churned
CUST02922,0,,Not Churned
CUST02923,0,,Not Churned
CUST02924,0,,Not Churned
CUST02925,0,,Not Churned
CUST02926,0,,Not Churned
CUST02927,1,2026-06-02,High Price
CUST02928,0,,Not Churned
CUST02929,0,,Not Churned
CUST02930,0,,Not Churned
CUST02931,1,2026-07-13,Competitor
CUST02932,0,,Not Churned
CUST02933,0,,Not Churned
CUST02934,0,,Not Churned
CUST02935,0,,Not Churned
CUST02936,1,2026-02-06,Competitor
CUST02937,1,2026-06-28,Not Using Product
CUST02938,1,2026-05-27,Not Using Product
CUST02939,1,2026-04-24,Technical Issues
CUST02940,1,2026-04-09,Not Using Product
CUST02941,0,,Not Churned
CUST02942,0,,Not Churned
CUST02943,1,2026-04-22,Not Using Product
CUST02944,0,,Not Churned
CUST02945,0,,Not Churned
CUST02946,0,,Not Churned
CUST02947,0,,Not Churned
CUST02948,0,,Not Churned
CUST02949,0,,Not Churned
CUST02950,1,2026-03-21,Not Using Product
CUST02951,0,,Not Churned
CUST02952,0,,Not Churned
CUST02953,0,,Not Churned
CUST02954,0,,Not Churned
CUST02955,0,,Not Churned
CUST02956,0,,Not Churned
CUST02957,0,,Not Churned
CUST02958,0,,Not Churned
CUST02959,1,2026-07-25,High Price
CUST02960,1,2026-01-20,Technical Issues
CUST02961,1,2026-04-15,Competitor
CUST02962,1,2026-02-05,Customer Support
CUST02963,0,,Not Churned
CUST02964,1,2026-08-14,Competitor
CUST02965,0,,Not Churned
CUST02966,0,,Not Churned
CUST02967,1,2026-03-29,Competitor
CUST02968,1,2026-04-19,Poor Service
CUST02969,0,,Not Churned
CUST02970,0,,Not Churned
CUST02971,0,,Not Churned
CUST02972,0,,Not Churned
CUST02973,0,,Not Churned
CUST02974,0,,Not Churned
CUST02975,1,2026-04-04,Customer Support
CUST02976,0,,Not Churned
CUST02977,0,,Not Churned
CUST02978,0,,Not Churned
CUST02979,0,,Not Churned
CUST02980,0,,Not Churned
CUST02981,0,,Not Churned
CUST02982,1,2026-01-22,Not Using Product
CUST02983,0,,Not Churned
CUST02984,0,,Not Churned
CUST02985,1,2026-07-16,Customer Support
CUST02986,1,2026-07-06,High Price
CUST02987,0,,Not Churned
CUST02988,0,,Not Churned
CUST02989,0,,Not Churned
CUST02990,0,,Not Churned
CUST02991,1,2026-05-11,Customer Support
CUST02992,0,,Not Churned
CUST02993,0,,Not Churned
CUST02994,0,,Not Churned
CUST02995,0,,Not Churned
CUST02996,1,2026-02-10,Poor Service
CUST02997,1,2026-02-11,Technical Issues
CUST02998,1,2026-05-18,Poor Service
CUST02999,1,2026-04-28,Customer Support
CUST03000,1,2026-03-06,Customer Support
CUST03001,0,,Not Churned
CUST03002,0,,Not Churned
CUST03003,0,,Not Churned
CUST03004,1,2026-08-13,Technical Issues
CUST03005,0,,Not Churned
CUST03006,0,,Not Churned
CUST03007,0,,Not Churned
CUST03008,0,,Not Churned
CUST03009,0,,Not Churned
CUST03010,0,,Not Churned
CUST03011,0,,Not Churned
CUST03012,0,,Not Churned
CUST03013,0,,Not Churned
CUST03014,0,,Not Churned
CUST03015,0,,Not Churned
CUST03016,0,,Not Churned
CUST03017,1,2026-03-23,High Price
CUST03018,1,2026-04-21,Competitor
CUST03019,0,,Not Churned
CUST03020,0,,Not Churned
CUST03021,0,,Not Churned
CUST03022,1,2026-08-08,High Price
CUST03023,0,,Not Churned
CUST03024,1,2026-03-07,High Price
CUST03025,0,,Not Churned
CUST03026,1,2026-05-02,Poor Service
CUST03027,0,,Not Churned
CUST03028,0,,Not Churned
CUST03029,1,2026-04-12,Not Using Product
CUST03030,0,,Not Churned
CUST03031,1,2026-02-26,High Price
CUST03032,0,,Not Churned
CUST03033,0,,Not Churned
CUST03034,0,,Not Churned
CUST03035,0,,Not Churned
CUST03036,1,2026-03-16,Not Using Product
CUST03037,0,,Not Churned
CUST03038,1,2026-08-17,Competitor
CUST03039,0,,Not Churned
CUST03040,1,2026-06-17,High Price
CUST03041,1,2026-08-19,Customer Support
CUST03042,0,,Not Churned
CUST03043,0,,Not Churned
CUST03044,1,2026-01-31,Other
CUST03045,0,,Not Churned
CUST03046,0,,Not Churned
CUST03047,1,2026-06-14,Other
CUST03048,1,2026-07-04,Technical Issues
CUST03049,0,,Not Churned
CUST03050,0,,Not Churned
CUST03051,0,,Not Churned
CUST03052,0,,Not Churned
CUST03053,0,,Not Churned
CUST03054,0,,Not Churned
CUST03055,0,,Not Churned
CUST03056,0,,Not Churned
CUST03057,1,2026-02-07,Customer Support
CUST03058,1,2026-07-01,Competitor
CUST03059,1,2026-08-12,Competitor
CUST03060,0,,Not Churned
CUST03061,1,2026-01-25,Not Using Product
CUST03062,0,,Not Churned
CUST03063,0,,Not Churned
CUST03064,1,2026-04-05,Customer Support
CUST03065,0,,Not Churned
CUST03066,0,,Not Churned
CUST03067,1,2026-01-16,Customer Support
CUST03068,0,,Not Churned
CUST03069,0,,Not Churned
CUST03070,0,,Not Churned
CUST03071,0,,Not Churned
CUST03072,0,,Not Churned
CUST03073,0,,Not Churned
CUST03074,1,2026-01-13,Technical Issues
CUST03075,0,,Not Churned
CUST03076,0,,Not Churned
CUST03077,0,,Not Churned
CUST03078,0,,Not Churned
CUST03079,0,,Not Churned
CUST03080,0,,Not Churned
CUST03081,0,,Not Churned
CUST03082,0,,Not Churned
CUST03083,0,,Not Churned
CUST03084,0,,Not Churned
CUST03085,0,,Not Churned
CUST03086,0,,Not Churned
CUST03087,1,2026-01-25,Technical Issues
CUST03088,0,,Not Churned
CUST03089,0,,Not Churned
CUST03090,0,,Not Churned
CUST03091,0,,Not Churned
CUST03092,1,2026-01-15,Customer Support
CUST03093,0,,Not Churned
CUST03094,1,2026-01-21,Other
CUST03095,0,,Not Churned
CUST03096,0,,Not Churned
CUST03097,0,,Not Churned
CUST03098,0,,Not Churned
CUST03099,1,2026-03-29,High Price
CUST03100,0,,Not Churned
CUST03101,0,,Not Churned
CUST03102,0,,Not Churned
CUST03103,0,,Not Churned
CUST03104,0,,Not Churned
CUST03105,1,2026-07-29,High Price
CUST03106,1,2026-02-04,Not Using Product
CUST03107,0,,Not Churned
CUST03108,1,2026-03-07,Technical Issues
CUST03109,0,,Not Churned
CUST03110,0,,Not Churned
CUST03111,0,,Not Churned
CUST03112,0,,Not Churned
CUST03113,1,2026-05-10,Competitor
CUST03114,0,,Not Churned
CUST03115,0,,Not Churned
CUST03116,0,,Not Churned
CUST03117,1,2026-02-14,High Price
CUST03118,0,,Not Churned
CUST03119,1,2026-01-04,Customer Support
CUST03120,1,2026-03-26,Not Using Product
CUST03121,0,,Not Churned
CUST03122,0,,Not Churned
CUST03123,0,,Not Churned
CUST03124,0,,Not Churned
CUST03125,0,,Not Churned
CUST03126,0,,Not Churned
CUST03127,1,2026-03-11,High Price
CUST03128,0,,Not Churned
CUST03129,0,,Not Churned
CUST03130,0,,Not Churned
CUST03131,1,2026-05-07,High Price
CUST03132,0,,Not Churned
CUST03133,0,,Not Churned
CUST03134,0,,Not Churned
CUST03135,0,,Not Churned
CUST03136,1,2026-08-19,Customer Support
CUST03137,0,,Not Churned
CUST03138,1,2026-01-27,Not Using Product
CUST03139,1,2026-04-05,Customer Support
CUST03140,0,,Not Churned
CUST03141,1,2026-07-20,Poor Service
CUST03142,0,,Not Churned
CUST03143,1,2026-08-26,Customer Support
CUST03144,0,,Not Churned
CUST03145,0,,Not Churned
CUST03146,1,2026-08-06,Customer Support
CUST03147,0,,Not Churned
CUST03148,1,2026-05-17,Poor Service
CUST03149,0,,Not Churned
CUST03150,0,,Not Churned
CUST03151,0,,Not Churned
CUST03152,0,,Not Churned
CUST03153,0,,Not Churned
CUST03154,0,,Not Churned
CUST03155,1,2026-08-27,Not Using Product
CUST03156,1,2026-06-11,Poor Service
CUST03157,0,,Not Churned
CUST03158,0,,Not Churned
CUST03159,0,,Not Churned
CUST03160,0,,Not Churned
CUST03161,0,,Not Churned
CUST03162,0,,Not Churned
CUST03163,1,2026-05-20,Competitor
CUST03164,1,2026-05-25,Technical Issues
CUST03165,0,,Not Churned
CUST03166,0,,Not Churned
CUST03167,1,2026-03-25,Not Using Product
CUST03168,0,,Not Churned
CUST03169,0,,Not Churned
CUST03170,0,,Not Churned
CUST03171,0,,Not Churned
CUST03172,0,,Not Churned
CUST03173,0,,Not Churned
CUST03174,0,,Not Churned
CUST03175,0,,Not Churned
CUST03176,0,,Not Churned
CUST03177,0,,Not Churned
CUST03178,0,,Not Churned
CUST03179,0,,Not Churned
CUST03180,0,,Not Churned
CUST03181,0,,Not Churned
CUST03182,0,,Not Churned
CUST03183,0,,Not Churned
CUST03184,0,,Not Churned
CUST03185,0,,Not Churned
CUST03186,0,,Not Churned
CUST03187,1,2026-05-31,Other
CUST03188,0,,Not Churned
CUST03189,1,2026-04-09,Customer Support
CUST03190,0,,Not Churned
CUST03191,0,,Not Churned
CUST03192,0,,Not Churned
CUST03193,0,,Not Churned
CUST03194,0,,Not Churned
CUST03195,0,,Not Churned
CUST03196,0,,Not Churned
CUST03197,1,2026-01-20,Technical Issues
CUST03198,0,,Not Churned
CUST03199,0,,Not Churned
CUST03200,0,,Not Churned
CUST03201,0,,Not Churned
CUST03202,0,,Not Churned
CUST03203,0,,Not Churned
CUST03204,0,,Not Churned
CUST03205,0,,Not Churned
CUST03206,1,2026-04-07,Not Using Product
CUST03207,0,,Not Churned
CUST03208,0,,Not Churned
CUST03209,0,,Not Churned
CUST03210,0,,Not Churned
CUST03211,0,,Not Churned
CUST03212,0,,Not Churned
CUST03213,1,2026-03-12,Customer Support
CUST03214,0,,Not Churned
CUST03215,0,,Not Churned
CUST03216,1,2026-08-14,Customer Support
CUST03217,0,,Not Churned
CUST03218,0,,Not Churned
CUST03219,0,,Not Churned
CUST03220,0,,Not Churned
CUST03221,0,,Not Churned
CUST03222,0,,Not Churned
CUST03223,0,,Not Churned
CUST03224,0,,Not Churned
CUST03225,0,,Not Churned
CUST03226,1,2026-01-27,Not Using Product
CUST03227,0,,Not Churned
CUST03228,0,,Not Churned
CUST03229,0,,Not Churned
CUST03230,0,,Not Churned
CUST03231,0,,Not Churned
CUST03232,0,,Not Churned
CUST03233,1,2026-08-09,Other
CUST03234,1,2026-08-15,Customer Support
CUST03235,0,,Not Churned
CUST03236,1,2026-03-12,High Price
CUST03237,1,2026-03-26,Poor Service
CUST03238,0,,Not Churned
CUST03239,0,,Not Churned
CUST03240,0,,Not Churned
CUST03241,0,,Not Churned
