customer_id,contract_type,monthly_charge,payment_method,start_date,end_date,subscription_type
CUST01450,Annual,2567.15,Auto Pay,2022-08-24,,Basic Plan
CUST01451,Quarterly,4961.23,Debit Card,2021-09-18,,Standard Plan
CUST01452,Monthly,1738.65,Net Banking,2021-09-10,2026-06-20,Basic Plan
CUST01453,Quarterly,3020.11,UPI,2021-01-04,,Basic Plan
CUST01454,Monthly,1646.36,UPI,2025-03-24,2026-01-25,Standard Plan
CUST01455,Monthly,2140.06,Auto Pay,2025-07-14,2026-02-14,Basic Plan
CUST01456,Annual,1247.78,Auto Pay,2025-12-30,,Standard Plan
CUST01457,Monthly,4137.1,Net Banking,2025-10-21,,Basic Plan
CUST01458,Quarterly,1805.2,Net Banking,2021-12-30,,Basic Plan
CUST01459,Monthly,2361.76,UPI,2023-05-27,2026-04-09,Basic Plan
CUST01460,Monthly,3726.65,Credit Card,2021-01-22,,Basic Plan
CUST01461,Quarterly,2408.27,Credit Card,2021-04-03,,Basic Plan
CUST01462,Monthly,2900.29,Net Banking,2021-03-10,2026-06-10,Basic Plan
CUST01463,Monthly,1169.7,Credit Card,2022-06-04,,Standard Plan
CUST01464,Quarterly,2760.44,Credit Card,2022-04-03,,Standard Plan
CUST01465,Quarterly,2950.06,Auto Pay,2021-10-23,,Basic Plan
CUST01466,Annual,1259.18,Debit Card,2025-05-11,,Standard Plan
CUST01467,Annual,1267.09,Credit Card,2021-05-16,,Basic Plan
CUST01468,Monthly,3805.6,Debit Card,2024-12-24,2026-05-04,Standard Plan
CUST01469,Quarterly,1480.19,UPI,2021-01-10,,Premium Plan
CUST01470,Quarterly,2976.78,Credit Card,2024-09-02,,Premium Plan
CUST01471,Annual,2141.79,Auto Pay,2025-10-13,,Basic Plan
CUST01472,Monthly,4605.3,Net Banking,2021-08-19,,Basic Plan
CUST01473,Monthly,762.96,Auto Pay,2023-07-16,2026-07-21,Standard Plan
CUST01474,Quarterly,1370.72,Net Banking,2023-02-08,,Basic Plan
CUST01475,Monthly,1934.24,Debit Card,2021-03-30,2026-02-23,Standard Plan
CUST01476,Annual,2870.63,Auto Pay,2022-07-09,,Basic Plan
CUST01477,Annual,1029.75,Credit Card,2021-01-22,,Standard Plan
CUST01478,Monthly,1295.95,Debit Card,2023-08-09,2026-07-18,Basic Plan
CUST01479,Monthly,4130.9,UPI,2023-01-15,2026-04-22,Standard Plan
CUST01480,Quarterly,3409.67,UPI,2023-09-16,,Premium Plan
CUST01481,Quarterly,920.7,Credit Card,2021-10-10,,Premium Plan
CUST01482,Monthly,1400.93,Debit Card,2025-11-13,,Premium Plan
CUST01483,Monthly,2986.11,Net Banking,2023-06-20,,Basic Plan
CUST01484,Annual,2416.14,Net Banking,2022-09-23,,Standard Plan
CUST01485,Annual,1311.23,Net Banking,2024-05-23,,Basic Plan
CUST01486,Monthly,4880.39,UPI,2024-06-08,2026-08-24,Premium Plan
CUST01487,Quarterly,2793.0,Debit Card,2024-10-14,,Premium Plan
CUST01488,Monthly,2658.36,Debit Card,2022-02-25,,Premium Plan
CUST01489,Quarterly,1845.9,Debit Card,2022-08-08,2026-06-20,Standard Plan
CUST01490,Quarterly,3302.53,Auto Pay,2024-09-06,,Basic Plan
CUST01491,Monthly,4377.87,Auto Pay,2022-10-01,,Basic Plan
CUST01492,Annual,4627.94,UPI,2025-09-02,,Premium Plan
CUST01493,Quarterly,1973.42,Credit Card,2021-09-09,,Standard Plan
CUST01494,Monthly,4061.74,Net Banking,2022-09-07,,Basic Plan
CUST01495,Monthly,4502.34,UPI,2024-09-10,2026-02-22,Standard Plan
CUST01496,Monthly,4022.65,Net Banking,2022-04-12,2026-05-16,Standard Plan
CUST01497,Monthly,4637.96,Auto Pay,2024-08-25,,Basic Plan
CUST01498,Quarterly,1168.31,Net Banking,2021-09-11,2026-02-09,Standard Plan
CUST01499,Monthly,1842.57,UPI,2024-06-17,2026-01-29,Standard Plan
CUST01500,Monthly,1137.73,Credit Card,2024-04-04,2026-06-10,Premium Plan
CUST01501,Monthly,337.04,UPI,2025-04-12,,Basic Plan
CUST01502,Quarterly,3723.04,UPI,2023-01-23,,Basic Plan
CUST01503,Monthly,1887.33,Credit Card,2025-07-15,,Basic Plan
CUST01504,Annual,4270.7,Auto Pay,2021-10-13,,Basic Plan
CUST01505,Annual,2535.25,UPI,2022-05-13,2026-06-18,Standard Plan
CUST01506,Annual,3436.67,Credit Card,2021-02-05,,Premium Plan
CUST01507,Annual,4915.84,Credit Card,2022-10-03,,Standard Plan
CUST01508,Monthly,775.84,UPI,2021-09-15,,Standard Plan
CUST01509,Annual,1426.41,Debit Card,2023-04-05,,Basic Plan
CUST01510,Monthly,1255.56,Debit Card,2022-07-28,,Basic Plan
CUST01511,Quarterly,491.07,Net Banking,2021-08-10,,Standard Plan
CUST01512,Quarterly,4145.86,Net Banking,2021-06-24,,Basic Plan
CUST01513,Monthly,2726.32,Debit Card,2025-01-20,,Basic Plan
CUST01514,Monthly,351.25,Net Banking,2024-03-25,2026-01-21,Standard Plan
CUST01515,Monthly,4193.56,Credit Card,2024-09-24,,Standard Plan
CUST01516,Monthly,2959.98,Credit Card,2025-06-09,,Basic Plan
CUST01517,Quarterly,930.4,Debit Card,2025-08-22,,Basic Plan
CUST01518,Monthly,1021.67,Debit Card,2022-08-24,,Standard Plan
CUST01519,Annual,1434.8,Debit Card,2023-05-08,,Basic Plan
CUST01520,Monthly,1249.58,Auto Pay,2025-10-26,2026-02-14,Standard Plan
CUST01521,Monthly,3521.57,Auto Pay,2023-07-12,,Basic Plan
CUST01522,Annual,2848.09,Debit Card,2023-12-23,,Premium Plan
CUST01523,Monthly,4447.22,Auto Pay,2021-01-02,,Standard Plan
CUST01524,Quarterly,4128.98,Debit Card,2021-07-08,,Standard Plan
CUST01525,Monthly,4953.07,Auto Pay,2023-03-22,2026-07-31,Basic Plan
CUST01526,Monthly,3032.05,UPI,2022-09-20,2026-04-25,Basic Plan
CUST01527,Monthly,3878.81,Credit Card,2023-03-11,,Standard Plan
CUST01528,Quarterly,4935.64,Credit Card,2025-10-06,2026-02-13,Basic Plan
CUST01529,Monthly,694.57,UPI,2021-03-08,,Standard Plan
CUST01530,Annual,3860.65,Net Banking,2025-07-05,,Basic Plan
CUST01531,Annual,4903.71,Credit Card,2022-04-18,,Standard Plan
CUST01532,Monthly,1877.89,UPI,2023-05-31,,Basic Plan
CUST01533,Annual,2577.96,Net Banking,2025-02-20,,Basic Plan
CUST01534,Annual,1503.16,Net Banking,2021-12-17,,Standard Plan
CUST01535,Monthly,1286.09,Auto Pay,2024-06-03,,Basic Plan
CUST01536,Annual,4934.51,Debit Card,2021-04-05,,Premium Plan
CUST01537,Annual,3514.11,Auto Pay,2021-04-12,,Premium Plan
CUST01538,Monthly,2503.35,Credit Card,2021-04-30,2026-07-18,Standard Plan
CUST01539,Monthly,3985.55,UPI,2022-03-28,2026-03-23,Basic Plan
CUST01540,Annual,3627.19,Net Banking,2022-02-07,,Basic Plan
CUST01541,Monthly,906.35,Net Banking,2025-11-26,,Standard Plan
CUST01542,Quarterly,3627.69,Net Banking,2022-04-07,,Standard Plan
CUST01543,Monthly,2382.33,UPI,2021-09-21,,Premium Plan
CUST01544,Annual,895.58,Net Banking,2025-09-27,,Standard Plan
CUST01545,Quarterly,3086.53,Credit Card,2023-06-01,,Standard Plan
CUST01546,Annual,2385.53,Auto Pay,2025-04-05,,Standard Plan
CUST01547,Monthly,3384.19,Credit Card,2025-11-08,2026-03-31,Standard Plan
CUST01548,Quarterly,2107.51,Net Banking,2025-03-08,,Basic Plan
CUST01549,Monthly,660.02,UPI,2021-01-24,,Premium Plan
CUST01550,Annual,2073.59,Debit Card,2024-04-09,,Basic Plan
CUST01551,Monthly,4998.58,Auto Pay,2023-05-24,,Standard Plan
CUST01552,Annual,4530.09,Credit Card,2024-01-07,,Basic Plan
CUST01553,Quarterly,3195.38,Debit Card,2024-11-08,2026-03-03,Basic Plan
CUST01554,Monthly,4426.25,UPI,2025-09-13,2026-02-06,Basic Plan
CUST01555,Annual,2217.36,UPI,2021-12-28,,Basic Plan
CUST01556,Annual,864.77,Auto Pay,2024-10-03,,Standard Plan
CUST01557,Annual,555.86,Net Banking,2023-11-29,,Premium Plan
CUST01558,Annual,3651.01,Auto Pay,2024-12-06,,Basic Plan
CUST01559,Monthly,494.65,Debit Card,2025-08-31,2026-02-23,Standard Plan
CUST01560,Monthly,744.27,UPI,2025-03-24,2026-08-08,Basic Plan
CUST01561,Annual,1677.05,Net Banking,2023-08-26,,Basic Plan
CUST01562,Monthly,4928.01,UPI,2024-08-29,,Standard Plan
CUST01563,Annual,675.47,Auto Pay,2024-06-20,,Standard Plan
CUST01564,Monthly,2489.17,Net Banking,2023-02-10,,Standard Plan
CUST01565,Monthly,2188.01,Auto Pay,2025-10-27,,Basic Plan
CUST01566,Annual,2807.08,Net Banking,2023-04-18,,Premium Plan
CUST01567,Monthly,3540.24,UPI,2022-01-16,,Standard Plan
CUST01568,Quarterly,4483.18,Net Banking,2024-03-27,,Premium Plan
CUST01569,Monthly,408.0,Auto Pay,2023-11-17,,Premium Plan
CUST01570,Monthly,2039.01,Auto Pay,2023-02-08,,Premium Plan
CUST01571,Monthly,3743.66,Net Banking,2025-12-01,,Standard Plan
CUST01572,Monthly,3535.05,Credit Card,2023-04-22,2026-01-14,Standard Plan
CUST01573,Quarterly,1042.35,Credit Card,2022-07-31,2026-05-29,Basic Plan
CUST01574,Monthly,3205.29,UPI,2023-06-19,,Standard Plan
CUST01575,Monthly,1206.59,UPI,2024-05-01,,Standard Plan
CUST01576,Quarterly,4270.98,Auto Pay,2022-05-31,,Standard Plan
CUST01577,Quarterly,2799.72,Auto Pay,2021-12-11,,Basic Plan
CUST01578,Monthly,4374.53,Debit Card,2023-01-08,2026-06-13,Standard Plan
CUST01579,Monthly,4248.77,Net Banking,2024-09-30,,Premium Plan
CUST01580,Annual,4769.19,Auto Pay,2023-04-08,,Premium Plan
CUST01581,Quarterly,2803.13,Net Banking,2021-04-18,2026-02-27,Basic Plan
CUST01582,Monthly,4201.58,UPI,2021-09-20,2026-06-08,Premium Plan
CUST01583,Annual,3177.27,Net Banking,2024-05-25,,Basic Plan
CUST01584,Annual,311.76,Net Banking,2021-07-13,,Standard Plan
CUST01585,Monthly,2278.2,Net Banking,2022-01-13,2026-05-16,Standard Plan
CUST01586,Annual,3895.91,Net Banking,2024-07-07,,Standard Plan
CUST01587,Monthly,948.54,Credit Card,2025-10-10,,Standard Plan
CUST01588,Monthly,4363.92,Net Banking,2024-01-30,2026-06-29,Basic Plan
CUST01589,Quarterly,3393.26,Credit Card,2025-10-26,2026-07-15,Premium Plan
CUST01590,Monthly,807.51,UPI,2021-11-13,2026-08-21,Basic Plan
CUST01591,Monthly,402.12,UPI,2021-11-21,,Basic Plan
CUST01592,Monthly,3230.58,Net Banking,2021-03-29,2026-06-04,Basic Plan
CUST01593,Monthly,2241.37,Credit Card,2023-02-11,,Basic Plan
CUST01594,Monthly,3983.02,Debit Card,2023-10-15,2026-04-20,Basic Plan
CUST01595,Monthly,2968.11,UPI,2023-04-18,2026-06-14,Basic Plan
CUST01596,Monthly,741.78,Net Banking,2021-01-23,,Standard Plan
CUST01597,Monthly,2080.34,Auto Pay,2024-10-13,,Basic Plan
CUST01598,Annual,920.8,UPI,2022-02-17,,Basic Plan
CUST01599,Annual,3796.39,Auto Pay,2024-01-24,,Premium Plan
CUST01600,Monthly,2748.59,Credit Card,2022-11-02,,Premium Plan
CUST01601,Monthly,810.4,UPI,2022-12-22,2026-04-07,Basic Plan
CUST01602,Annual,4945.08,UPI,2021-02-28,,Standard Plan
CUST01603,Monthly,3139.18,Auto Pay,2025-07-13,2026-07-02,Basic Plan
CUST01604,Quarterly,1251.38,Net Banking,2025-03-27,2026-05-28,Standard Plan
CUST01605,Monthly,1020.47,Credit Card,2022-06-22,2026-06-29,Basic Plan
CUST01606,Monthly,3918.0,Credit Card,2023-12-20,,Standard Plan
CUST01607,Monthly,3347.09,Debit Card,2024-02-27,,Premium Plan
CUST01608,Monthly,3681.7,Auto Pay,2023-04-06,2026-02-16,Basic Plan
CUST01609,Quarterly,4264.61,Auto Pay,2024-04-30,2026-08-28,Basic Plan
CUST01610,Annual,4531.22,Net Banking,2021-10-15,,Standard Plan
CUST01611,Monthly,376.36,Debit Card,2024-12-30,2026-05-26,Basic Plan
CUST01612,Quarterly,1433.77,UPI,2023-11-22,,Premium Plan
CUST01613,Monthly,4456.49,Auto Pay,2022-12-21,2026-04-16,Basic Plan
CUST01614,Monthly,4608.82,Credit Card,2024-10-02,,Basic Plan
CUST01615,Monthly,1309.3,UPI,2023-11-23,,Standard Plan
CUST01616,Monthly,1748.2,UPI,2023-03-22,,Basic Plan
CUST01617,Quarterly,1051.84,Net Banking,2021-10-11,2026-02-27,Standard Plan
CUST01618,Monthly,4449.34,Credit Card,2025-09-07,,Basic Plan
CUST01619,Monthly,1824.99,Auto Pay,2021-01-25,,Basic Plan
CUST01620,Annual,3690.99,Auto Pay,2025-11-09,,Basic Plan
CUST01621,Monthly,4673.78,Net Banking,2024-07-08,2026-08-21,Standard Plan
CUST01622,Monthly,2349.99,Credit Card,2025-01-30,2026-01-29,Premium Plan
CUST01623,Quarterly,803.02,Net Banking,2024-03-06,2026-06-01,Basic Plan
CUST01624,Monthly,3412.09,UPI,2025-09-13,,Standard Plan
CUST01625,Quarterly,3573.12,Net Banking,2025-12-31,2026-04-10,Basic Plan
CUST01626,Monthly,3782.9,Debit Card,2025-03-30,,Premium Plan
CUST01627,Monthly,1028.04,Net Banking,2024-03-13,,Standard Plan
CUST01628,Monthly,3397.73,Credit Card,2021-05-09,2026-07-21,Basic Plan
CUST01629,Monthly,3441.05,Auto Pay,2021-09-29,2026-03-10,Basic Plan
CUST01630,Monthly,3054.46,Debit Card,2025-07-26,,Standard Plan
CUST01631,Quarterly,4729.64,Net Banking,2022-11-26,2026-03-07,Basic Plan
CUST01632,Monthly,4652.75,Net Banking,2024-10-20,,Standard Plan
CUST01633,Annual,1198.59,Credit Card,2023-12-04,,Standard Plan
CUST01634,Quarterly,1928.93,Net Banking,2023-07-04,,Premium Plan
CUST01635,Annual,3179.68,Credit Card,2023-07-17,,Standard Plan
CUST01636,Quarterly,412.09,Credit Card,2022-06-18,,Standard Plan
CUST01637,Monthly,1956.35,UPI,2023-08-02,2026-01-31,Basic Plan
CUST01638,Monthly,2242.13,Credit Card,2021-02-16,,Basic Plan
CUST01639,Annual,2397.64,Auto Pay,2022-03-13,,Standard Plan
CUST01640,Monthly,2320.12,Net Banking,2022-12-27,,Basic Plan
CUST01641,Quarterly,4335.2,Net Banking,2025-02-14,,Basic Plan
CUST01642,Monthly,4523.86,UPI,2023-03-26,2026-05-24,Standard Plan
CUST01643,Monthly,1625.2,UPI,2024-02-28,,Standard Plan
CUST01644,Monthly,2140.71,Auto Pay,2022-10-25,,Basic Plan
CUST01645,Monthly,2586.95,Auto Pay,2022-05-19,,Standard Plan
CUST01646,Annual,401.47,Credit Card,2022-08-02,,Basic Plan
CUST01647,Monthly,1738.65,Auto Pay,2022-04-05,,Premium Plan
CUST01648,Monthly,318.27,Credit Card,2024-09-29,2026-01-14,Basic Plan
CUST01649,Monthly,2875.73,Net Banking,2025-05-27,,Standard Plan
CUST01650,Annual,3024.88,Net Banking,2025-03-22,,Basic Plan
CUST01651,Quarterly,2494.23,Auto Pay,2021-10-09,,Basic Plan
CUST01652,Monthly,4312.14,Auto Pay,2025-04-28,2026-06-25,Basic Plan
CUST01653,Monthly,1011.07,Net Banking,2025-06-12,2026-04-14,Premium Plan
CUST01654,Monthly,4844.64,Auto Pay,2024-10-04,2026-02-01,Standard Plan
CUST01655,Quarterly,786.78,Debit Card,2025-12-02,,Basic Plan
CUST01656,Annual,3083.01,Net Banking,2023-07-04,,Standard Plan
CUST01657,Monthly,2783.76,Net Banking,2025-04-01,,Standard Plan
CUST01658,Monthly,425.79,Net Banking,2021-02-08,2026-05-13,Standard Plan
CUST01659,Monthly,2226.94,Credit Card,2021-12-03,2026-08-09,Basic Plan
CUST01660,Quarterly,3206.14,Debit Card,2025-04-12,,Basic Plan
CUST01661,Quarterly,4438.93,UPI,2021-04-25,,Basic Plan
CUST01662,Quarterly,3227.14,Auto Pay,2024-12-26,2026-05-03,Premium Plan
CUST01663,Monthly,1999.71,Auto Pay,2024-03-11,2026-07-28,Basic Plan
CUST01664,Annual,1487.73,Debit Card,2024-11-04,,Basic Plan
CUST01665,Monthly,475.03,Debit Card,2023-06-12,,Standard Plan
CUST01666,Monthly,3614.82,Net Banking,2025-02-16,,Standard Plan
CUST01667,Annual,4268.74,UPI,2023-05-09,,Basic Plan
CUST01668,Annual,4748.53,Net Banking,2021-07-05,,Standard Plan
CUST01669,Monthly,3806.72,Net Banking,2023-04-02,,Basic Plan
CUST01670,Monthly,2902.41,UPI,2025-03-07,,Standard Plan
CUST01671,Monthly,669.99,Net Banking,2025-11-15,,Standard Plan
CUST01672,Monthly,3702.76,Credit Card,2022-06-30,,Basic Plan
CUST01673,Monthly,4386.74,Auto Pay,2025-09-05,2026-04-07,Basic Plan
CUST01674,Monthly,1702.42,Debit Card,2024-11-19,,Basic Plan
CUST01675,Monthly,4490.93,Credit Card,2025-11-13,,Basic Plan
CUST01676,Annual,1930.8,Net Banking,2021-02-08,2026-02-11,Standard Plan
CUST01677,Monthly,3861.35,UPI,2022-11-19,,Standard Plan
CUST01678,Monthly,3898.61,Credit Card,2023-09-09,,Basic Plan
CUST01679,Monthly,3616.44,Debit Card,2024-07-13,,Premium Plan
CUST01680,Annual,4575.81,Debit Card,2023-02-18,,Premium Plan
CUST01681,Quarterly,4919.23,Credit Card,2021-09-12,,Basic Plan
CUST01682,Monthly,1649.09,Auto Pay,2023-03-17,,Basic Plan
CUST01683,Monthly,3512.98,Net Banking,2023-07-08,2026-04-02,Basic Plan
CUST01684,Monthly,2555.67,Credit Card,2021-04-16,2026-01-09,Standard Plan
CUST01685,Monthly,3777.04,UPI,2022-07-25,,Basic Plan
CUST01686,Monthly,4854.07,Credit Card,2023-08-29,2026-07-09,Basic Plan
CUST01687,Monthly,2968.17,Credit Card,2021-09-21,,Basic Plan
CUST01688,Annual,1064.22,UPI,2023-07-19,,Basic Plan
CUST01689,Quarterly,3551.38,UPI,2021-01-20,,Standard Plan
CUST01690,Monthly,3473.88,Credit Card,2023-12-15,,Standard Plan
CUST01691,Quarterly,2696.25,Auto Pay,2023-08-07,2026-05-10,Premium Plan
CUST01692,Monthly,2691.04,Auto Pay,2025-03-09,,Basic Plan
CUST01693,Annual,2734.88,Auto Pay,2025-05-21,,Standard Plan
CUST01694,Monthly,1747.7,Net Banking,2023-04-04,,Premium Plan
CUST01695,Annual,950.01,Net Banking,2021-08-22,,Basic Plan
CUST01696,Annual,1400.22,Credit Card,2021-11-07,,Basic Plan
CUST01697,Monthly,1933.54,Credit Card,2021-10-20,,Standard Plan
CUST01698,Monthly,1480.03,Net Banking,2022-01-05,,Standard Plan
CUST01699,Quarterly,1118.82,Debit Card,2024-02-23,,Basic Plan
CUST01700,Monthly,4422.38,Debit Card,2023-02-01,2026-06-10,Standard Plan
CUST01701,Annual,4067.02,Auto Pay,2023-07-31,,Basic Plan
CUST01702,Monthly,4244.92,UPI,2025-11-24,,Premium Plan
CUST01703,Quarterly,350.83,Debit Card,2024-11-09,2026-05-26,Basic Plan
CUST01704,Quarterly,4857.57,UPI,2024-08-27,2026-08-05,Basic Plan
CUST01705,Monthly,3714.36,Debit Card,2022-03-07,,Basic Plan
CUST01706,Quarterly,4942.28,UPI,2024-07-12,,Standard Plan
CUST01707,Quarterly,2218.6,Credit Card,2025-05-15,,Basic Plan
CUST01708,Monthly,3128.48,Net Banking,2024-10-28,2026-03-30,Basic Plan
CUST01709,Quarterly,1063.36,Net Banking,2022-04-11,,Standard Plan
CUST01710,Quarterly,2912.65,UPI,2023-12-22,,Premium Plan
CUST01711,Quarterly,1274.43,Credit Card,2022-10-29,,Standard Plan
CUST01712,Monthly,2642.27,Net Banking,2022-11-17,2026-07-29,Basic Plan
CUST01713,Monthly,2766.79,Net Banking,2025-08-17,2026-06-07,Basic Plan
CUST01714,Annual,2432.81,Auto Pay,2021-06-23,2026-03-13,Standard Plan
CUST01715,Annual,4013.63,Debit Card,2022-03-01,,Basic Plan
CUST01716,Quarterly,2219.89,Credit Card,2024-08-31,,Standard Plan
CUST01717,Annual,4724.81,UPI,2025-07-08,,Basic Plan
CUST01718,Annual,4179.67,Credit Card,2024-08-10,,Basic Plan
CUST01719,Quarterly,4317.57,Credit Card,2025-10-21,,Basic Plan
CUST01720,Monthly,3880.17,Auto Pay,2025-08-10,,Standard Plan
CUST01721,Annual,3932.57,Auto Pay,2023-03-16,,Basic Plan
CUST01722,Monthly,432.35,Credit Card,2021-10-28,2026-07-21,Basic Plan
CUST01723,Quarterly,906.57,Credit Card,2021-10-09,,Premium Plan
CUST01724,Monthly,4358.55,Credit Card,2023-05-10,2026-04-22,Basic Plan
CUST01725,Annual,4492.64,Debit Card,2025-05-25,2026-06-10,Standard Plan
CUST01726,Monthly,3081.56,Auto Pay,2024-09-27,2026-02-11,Standard Plan
CUST01727,Annual,4394.92,UPI,2022-06-13,,Basic Plan
CUST01728,Annual,4422.85,Credit Card,2022-04-22,,Basic Plan
CUST01729,Annual,1072.8,Credit Card,2021-01-01,,Standard Plan
CUST01730,Monthly,767.35,UPI,2022-12-20,,Premium Plan
CUST01731,Annual,4613.23,UPI,2021-04-16,,Standard Plan
CUST01732,Annual,2517.33,Debit Card,2022-10-28,2026-08-18,Basic Plan
CUST01733,Annual,3888.33,Auto Pay,2022-08-04,,Basic Plan
CUST01734,Annual,3936.85,Credit Card,2023-04-06,2026-05-13,Basic Plan
CUST01735,Monthly,1991.65,UPI,2023-04-10,,Premium Plan
CUST01736,Monthly,4301.55,Net Banking,2021-12-17,2026-01-25,Basic Plan
CUST01737,Monthly,590.67,Debit Card,2021-12-09,,Basic Plan
CUST01738,Annual,2635.48,Auto Pay,2022-05-16,2026-05-22,Standard Plan
CUST01739,Monthly,4906.69,Auto Pay,2024-02-27,,Premium Plan
CUST01740,Monthly,2431.23,UPI,2021-01-24,2026-05-30,Basic Plan
CUST01741,Monthly,2056.75,Credit Card,2024-04-05,,Basic Plan
CUST01742,Monthly,1610.86,Net Banking,2025-01-19,2026-05-06,Basic Plan
CUST01743,Annual,3332.18,Net Banking,2022-11-09,,Standard Plan
CUST01744,Monthly,480.43,Net Banking,2024-10-10,,Standard Plan
CUST01745,Quarterly,1123.29,Debit Card,2024-12-15,2026-05-13,Basic Plan
CUST01746,Annual,2072.47,UPI,2022-04-17,,Basic Plan
CUST01747,Monthly,3914.64,UPI,2024-10-23,,Basic Plan
CUST01748,Annual,2187.58,UPI,2025-07-06,,Standard Plan
CUST01749,Quarterly,1612.26,Debit Card,2021-10-14,,Basic Plan
CUST01750,Annual,1867.35,Net Banking,2022-04-24,,Basic Plan
CUST01751,Monthly,2667.74,Credit Card,2024-12-27,2026-07-04,Standard Plan
CUST01752,Monthly,4275.63,Auto Pay,2025-07-25,,Basic Plan
CUST01753,Monthly,1954.37,Auto Pay,2022-09-24,,Basic Plan
CUST01754,Quarterly,4924.22,Net Banking,2021-11-17,,Basic Plan
CUST01755,Monthly,4290.11,Auto Pay,2021-12-07,,Basic Plan
CUST01756,Quarterly,4541.63,Debit Card,2025-04-03,,Premium Plan
CUST01757,Monthly,1689.48,Debit Card,2023-11-18,,Premium Plan
CUST01758,Annual,2867.47,Net Banking,2025-04-28,,Standard Plan
CUST01759,Annual,377.32,Credit Card,2023-01-21,2026-04-30,Standard Plan
CUST01760,Annual,332.05,Credit Card,2025-12-29,,Standard Plan
CUST01761,Annual,1155.94,Net Banking,2024-09-04,,Standard Plan
CUST01762,Quarterly,4127.24,Net Banking,2023-01-03,2026-03-29,Basic Plan
CUST01763,Monthly,357.52,Net Banking,2025-12-27,,Standard Plan
CUST01764,Quarterly,3062.94,Debit Card,2022-03-01,,Standard Plan
CUST01765,Monthly,3474.26,Net Banking,2025-09-27,2026-06-28,Basic Plan
CUST01766,Monthly,2908.83,UPI,2023-08-01,,Basic Plan
CUST01767,Quarterly,3671.95,Auto Pay,2025-02-07,,Standard Plan
CUST01768,Annual,1878.03,Net Banking,2023-05-11,,Basic Plan
CUST01769,Monthly,1458.19,Net Banking,2021-09-13,2026-08-05,Standard Plan
CUST01770,Quarterly,3276.6,Credit Card,2022-09-24,2026-07-08,Basic Plan
CUST01771,Annual,2919.75,Debit Card,2022-09-12,,Standard Plan
CUST01772,Annual,959.76,Debit Card,2025-09-13,,Basic Plan
CUST01773,Monthly,2525.59,Credit Card,2021-11-05,,Premium Plan
CUST01774,Monthly,1432.83,Auto Pay,2025-10-07,,Basic Plan
CUST01775,Quarterly,523.29,UPI,2025-06-01,,Basic Plan
CUST01776,Monthly,3123.93,Net Banking,2025-08-04,,Basic Plan
CUST01777,Quarterly,4872.5,Auto Pay,2025-11-23,,Standard Plan
CUST01778,Monthly,706.25,Credit Card,2022-07-16,,Basic Plan
CUST01779,Annual,711.42,Credit Card,2022-10-10,,Standard Plan
CUST01780,Quarterly,3957.4,Debit Card,2022-12-01,,Standard Plan
CUST01781,Monthly,4793.91,UPI,2025-10-10,,Standard Plan
CUST01782,Quarterly,2270.32,Auto Pay,2023-03-20,,Basic Plan
CUST01783,Monthly,2565.2,UPI,2024-12-15,2026-08-29,Premium Plan
CUST01784,Monthly,617.53,Debit Card,2024-09-22,2026-08-05,Basic Plan
CUST01785,Monthly,2158.49,UPI,2022-11-04,,Standard Plan
CUST01786,Monthly,2065.32,UPI,2022-01-10,2026-06-17,Basic Plan
CUST01787,Monthly,916.19,Debit Card,2025-05-31,2026-06-30,Basic Plan
CUST01788,Monthly,1354.79,Auto Pay,2022-02-07,,Basic Plan
CUST01789,Quarterly,1508.46,Credit Card,2025-10-27,2026-04-19,Basic Plan
CUST01790,Annual,3944.56,Credit Card,2022-07-07,,Basic Plan
CUST01791,Annual,643.97,UPI,2022-09-23,,Standard Plan
CUST01792,Annual,483.12,Net Banking,2025-07-22,,Standard Plan
CUST01793,Annual,3245.23,Net Banking,2025-05-09,,Basic Plan
CUST01794,Monthly,2180.69,Auto Pay,2022-11-14,,Basic Plan
CUST01795,Monthly,1736.13,Auto Pay,2021-12-17,,Premium Plan
CUST01796,Monthly,511.97,Debit Card,2021-10-21,,Standard Plan
CUST01797,Quarterly,3975.88,Credit Card,2024-04-07,,Basic Plan
CUST01798,Quarterly,2157.02,Credit Card,2021-08-25,,Basic Plan
CUST01799,Annual,3428.0,Net Banking,2022-03-14,,Basic Plan
CUST01800,Annual,4232.62,Auto Pay,2024-05-17,,Basic Plan
CUST01801,Annual,739.29,UPI,2024-06-03,,Basic Plan
CUST01802,Monthly,845.09,Net Banking,2022-12-15,2026-05-22,Premium Plan
CUST01803,Quarterly,3655.43,Debit Card,2025-08-03,,Basic Plan
CUST01804,Monthly,4221.62,UPI,2023-04-08,,Premium Plan
CUST01805,Monthly,1550.26,Auto Pay,2022-09-30,2026-05-19,Basic Plan
CUST01806,Quarterly,1122.34,Credit Card,2024-02-02,,Standard Plan
CUST01807,Monthly,1011.44,UPI,2025-05-14,,Standard Plan
CUST01808,Annual,801.05,Auto Pay,2021-10-18,,Standard Plan
CUST01809,Annual,2416.73,UPI,2021-04-13,,Premium Plan
CUST01810,Monthly,3385.39,Auto Pay,2024-06-09,2026-08-27,Standard Plan
CUST01811,Monthly,1664.29,Net Banking,2024-06-24,2026-02-20,Standard Plan
CUST01812,Annual,3839.62,UPI,2025-09-27,,Premium Plan
CUST01813,Annual,1719.17,Credit Card,2023-06-08,,Basic Plan
