customer_id,gender,age,city,customer_segment,signup_date,contract_type,payment_method,monthly_charge,login_count,support_tickets,avg_session_minutes,monthly_usage,last_login_date,tenure_months
CUST02816,Female,24,Hyderabad,Standard,2024-02-25,Monthly,UPI,538.02,10,1,84.1,2.5,2026-05-15,30
CUST02817,Female,35,Pune,Standard,2023-06-30,Monthly,Credit Card,403.64,12,2,48.1,48.8,2025-10-05,38
CUST02818,Male,35,Kolkata,Basic,2022-08-01,Monthly,Debit Card,1567.32,8,0,81.9,12.0,2025-12-31,49
CUST02819,Female,52,Delhi,Basic,2024-02-28,Quarterly,Net Banking,1192.27,9,2,17.2,53.7,2026-05-19,30
CUST02820,Male,23,Bengaluru,Basic,2025-01-21,Monthly,UPI,4686.83,11,1,66.9,110.0,2025-07-08,19
CUST02821,Male,57,Pune,Standard,2021-10-02,Monthly,UPI,1720.46,17,3,72.3,30.2,2025-04-25,59
CUST02822,Female,27,Bengaluru,Standard,2022-03-10,Monthly,UPI,4010.06,15,1,12.0,52.1,2025-01-30,54
CUST02823,Male,49,Mumbai,Basic,2022-02-21,Annual,Credit Card,3818.89,8,2,14.1,56.0,2026-01-23,55
CUST02824,Female,38,Bengaluru,Basic,2024-05-17,Annual,Credit Card,1057.58,13,3,13.8,106.6,2026-02-07,27
CUST02825,Female,18,Pune,Standard,2022-02-16,Monthly,Credit Card,3082.73,11,2,13.5,7.6,2025-12-27,55
CUST02826,Female,64,Kolkata,Basic,2022-09-21,Quarterly,Credit Card,3023.45,8,2,54.6,11.0,2025-09-30,48
CUST02827,Female,21,Kolkata,Basic,2024-03-12,Monthly,Net Banking,1112.79,3,2,14.2,7.5,2025-12-13,30
CUST02828,Female,52,Chennai,Basic,2023-03-15,Quarterly,Net Banking,2979.03,16,0,62.6,111.2,2025-05-26,42
CUST02829,Female,67,Bengaluru,Standard,2025-09-24,Annual,Auto Pay,2057.63,5,0,85.5,96.4,2026-02-17,11
CUST02830,Male,42,Hyderabad,Basic,2021-12-06,Monthly,Net Banking,3315.54,14,1,25.0,42.2,2025-10-26,57
CUST02831,Male,21,Chennai,Basic,2024-10-29,Monthly,Credit Card,4238.3,15,1,39.3,90.9,2025-11-30,22
CUST02832,Female,22,Pune,Standard,2025-02-10,Monthly,Debit Card,4016.68,12,4,60.2,85.6,2026-05-28,18
CUST02833,Male,23,Chennai,Standard,2022-11-14,Quarterly,Auto Pay,2444.42,6,1,29.1,75.6,2025-04-30,46
CUST02834,Male,22,Chennai,Standard,2023-07-22,Quarterly,Net Banking,916.18,10,0,65.5,11.0,2025-07-01,37
CUST02835,Male,54,Bengaluru,Basic,2022-09-02,Quarterly,UPI,664.16,7,0,31.1,64.8,2025-10-08,48
CUST02836,Male,44,Delhi,Standard,2025-01-12,Quarterly,Auto Pay,2500.66,11,2,82.7,80.2,2025-10-05,19
CUST02837,Female,48,Bengaluru,Standard,2025-04-17,Monthly,Debit Card,2893.33,14,0,62.8,66.6,2025-02-27,16
CUST02838,Female,46,Delhi,Basic,2022-01-31,Annual,Credit Card,2643.3,8,1,82.1,27.1,2025-03-09,55
CUST02839,Female,63,Mumbai,Basic,2021-08-05,Annual,Auto Pay,3707.13,10,2,72.2,99.0,2026-08-01,61
CUST02840,Male,53,Kolkata,Standard,2024-10-11,Monthly,Credit Card,366.56,13,3,72.8,80.4,2025-07-04,22
CUST02841,Female,19,Chennai,Basic,2023-09-15,Monthly,UPI,474.78,14,4,31.2,111.2,2026-05-29,36
CUST02842,Female,40,Delhi,Standard,2023-12-05,Monthly,Auto Pay,4250.38,12,2,44.0,10.3,2025-12-01,33
CUST02843,Female,58,Hyderabad,Basic,2021-11-11,Annual,Debit Card,4145.43,7,0,39.8,71.1,2025-08-31,58
CUST02844,Female,64,Pune,Standard,2023-11-09,Monthly,Credit Card,3722.36,19,2,87.1,75.1,2025-07-09,34
CUST02845,Female,51,Delhi,Basic,2022-05-11,Annual,Debit Card,3595.13,9,2,64.0,59.1,2025-03-27,52
CUST02846,Female,54,Mumbai,Basic,2025-11-05,Annual,UPI,2562.14,17,2,86.0,86.8,2026-04-14,9
CUST02847,Female,53,Hyderabad,Basic,2024-12-28,Quarterly,Auto Pay,4102.41,11,1,34.7,106.9,2026-03-23,20
CUST02848,Female,23,Pune,Standard,2022-06-13,Quarterly,Auto Pay,4509.52,19,1,6.7,33.5,2025-07-09,51
CUST02849,Male,61,Pune,Standard,2025-11-03,Annual,Auto Pay,4771.24,11,6,75.2,56.4,2025-01-13,10
CUST02850,Female,45,Pune,Basic,2024-12-12,Annual,UPI,1398.71,13,2,36.3,86.1,2025-03-26,20
CUST02851,Female,20,Kolkata,Standard,2022-08-18,Annual,Debit Card,1485.68,12,2,13.7,5.0,2026-06-18,49
CUST02852,Female,52,Mumbai,Basic,2022-12-08,Monthly,Auto Pay,1971.35,14,3,80.4,112.3,2025-01-08,45
CUST02853,Male,34,Delhi,Basic,2021-01-19,Monthly,Debit Card,2421.74,10,5,9.6,102.4,2026-05-30,68
CUST02854,Female,61,Pune,Basic,2023-02-09,Monthly,Credit Card,613.79,9,1,15.2,33.8,2025-11-28,43
CUST02855,Male,32,Pune,Standard,2023-12-30,Monthly,UPI,1190.36,12,3,35.0,43.8,2025-09-02,32
CUST02856,Male,36,Delhi,Basic,2025-04-05,Annual,Net Banking,1444.59,12,4,81.1,46.5,2025-04-08,17
CUST02857,Female,29,Hyderabad,Standard,2022-04-26,Monthly,UPI,1951.26,12,2,87.5,88.2,2026-02-15,52
CUST02858,Male,67,Chennai,Basic,2024-03-29,Monthly,UPI,1085.48,8,3,65.7,57.9,2025-04-28,29
CUST02859,Female,43,Chennai,Basic,2023-08-19,Monthly,Net Banking,4337.7,11,4,15.5,51.8,2025-12-14,36
CUST02860,Female,68,Hyderabad,Basic,2022-09-23,Monthly,Credit Card,2545.92,9,1,23.5,70.5,2026-08-04,47
CUST02861,Male,61,Mumbai,Basic,2023-03-04,Monthly,Net Banking,4997.58,22,1,27.6,86.9,2025-05-02,42
CUST02862,Female,66,Hyderabad,Standard,2022-03-07,Monthly,Net Banking,1273.1,17,1,30.9,12.5,2026-01-07,54
CUST02863,Male,63,Kolkata,Standard,2025-03-18,Annual,Net Banking,3825.23,16,1,53.5,24.9,2026-01-19,17
CUST02864,Female,52,Bengaluru,Premium,2025-05-20,Monthly,Credit Card,2223.86,18,4,61.0,6.3,2025-04-01,15
CUST02865,Female,66,Pune,Standard,2025-12-29,Monthly,Net Banking,2067.5,6,3,42.2,82.6,2025-01-08,8
CUST02866,Female,21,Mumbai,Premium,2022-02-12,Monthly,Debit Card,651.23,14,5,24.0,62.8,2025-09-20,55
CUST02867,Male,50,Bengaluru,Standard,2025-07-10,Monthly,Auto Pay,4418.59,9,0,9.6,22.0,2025-02-06,13
CUST02868,Male,24,Mumbai,Standard,2021-07-21,Monthly,UPI,2877.22,9,1,48.1,31.3,2025-07-05,62
CUST02869,Male,33,Delhi,Standard,2021-08-08,Annual,Debit Card,4930.02,10,10,83.2,21.7,2026-03-10,61
CUST02870,Male,56,Pune,Standard,2025-03-25,Quarterly,Auto Pay,3054.53,13,1,69.7,116.1,2025-05-27,17
CUST02871,Male,54,Mumbai,Standard,2023-04-23,Monthly,Credit Card,4873.29,10,1,59.7,109.1,2026-05-29,40
CUST02872,Male,64,Kolkata,Standard,2025-08-08,Monthly,Debit Card,672.93,6,0,17.0,70.4,2025-09-10,12
CUST02873,Male,62,Pune,Basic,2024-05-03,Monthly,Debit Card,3321.29,12,3,70.8,53.9,2025-02-22,28
CUST02874,Male,25,Bengaluru,Standard,2021-09-21,Monthly,Auto Pay,4264.74,12,2,16.4,56.4,2026-05-12,60
CUST02875,Female,42,Delhi,Standard,2023-06-28,Monthly,UPI,778.29,13,2,41.7,19.8,2025-05-05,38
CUST02876,Male,35,Pune,Basic,2022-06-23,Quarterly,UPI,1770.98,11,1,69.1,62.9,2025-10-30,51
CUST02877,Male,53,Mumbai,Standard,2024-09-29,Monthly,Auto Pay,4355.43,12,2,78.9,41.6,2025-02-10,23
CUST02878,Female,32,Hyderabad,Basic,2025-08-11,Quarterly,Net Banking,2854.47,10,1,63.2,88.7,2026-06-26,12
CUST02879,Male,21,Kolkata,Premium,2021-05-28,Annual,Credit Card,1159.47,16,2,25.0,34.2,2026-01-10,64
CUST02880,Female,53,Kolkata,Basic,2023-07-18,Monthly,Net Banking,317.8,9,2,11.6,106.2,2026-08-29,38
CUST02881,Female,67,Mumbai,Standard,2025-04-25,Annual,Credit Card,4642.71,14,2,85.2,96.4,2025-12-07,16
CUST02882,Female,37,Mumbai,Basic,2021-03-17,Annual,UPI,2965.85,13,1,57.6,19.0,2025-11-16,66
CUST02883,Female,62,Hyderabad,Basic,2022-07-02,Annual,UPI,4565.08,7,1,42.6,99.7,2026-07-11,50
CUST02884,Female,48,Delhi,Standard,2021-02-03,Quarterly,Auto Pay,1550.7,11,1,24.6,50.2,2025-06-17,67
CUST02885,Female,34,Hyderabad,Basic,2022-11-13,Annual,Net Banking,3876.18,11,1,15.7,57.5,2025-03-11,46
CUST02886,Female,54,Chennai,Premium,2024-07-12,Monthly,Net Banking,4441.89,5,1,25.8,100.7,2025-02-10,26
CUST02887,Male,66,Pune,Standard,2022-03-01,Monthly,Debit Card,4384.98,13,2,69.7,53.9,2025-03-17,54
CUST02888,Male,39,Bengaluru,Standard,2024-05-05,Monthly,Auto Pay,1680.98,15,2,7.3,86.9,2025-03-20,28
CUST02889,Male,29,Kolkata,Standard,2025-05-09,Monthly,Auto Pay,4030.72,15,3,75.6,92.8,2025-04-26,15
CUST02890,Female,18,Mumbai,Standard,2021-09-24,Annual,Credit Card,2770.98,19,0,19.7,56.6,2025-11-16,60
CUST02891,Male,47,Chennai,Basic,2022-04-19,Monthly,UPI,904.56,14,3,78.4,95.1,2026-04-02,53
CUST02892,Female,22,Delhi,Premium,2024-10-09,Annual,Auto Pay,4898.32,6,1,19.1,6.1,2025-03-19,23
CUST02893,Male,29,Bengaluru,Basic,2023-08-14,Monthly,Auto Pay,3522.32,16,3,34.3,11.2,2026-02-06,37
CUST02894,Male,29,Hyderabad,Basic,2022-05-11,Monthly,UPI,4296.61,15,2,18.0,21.2,2025-06-29,52
CUST02895,Female,21,Hyderabad,Basic,2025-05-07,Quarterly,Credit Card,4087.42,12,2,43.4,20.4,2025-12-28,16
CUST02896,Male,19,Bengaluru,Standard,2025-07-02,Monthly,Debit Card,3844.64,13,2,28.8,37.1,2025-05-09,14
CUST02897,Female,40,Pune,Basic,2022-11-26,Annual,UPI,1557.63,14,3,81.5,26.9,2025-04-13,45
CUST02898,Male,23,Kolkata,Basic,2022-05-10,Monthly,UPI,4790.63,13,2,66.9,77.2,2026-05-05,52
CUST02899,Male,61,Pune,Basic,2023-06-06,Quarterly,UPI,3277.58,14,2,42.1,72.0,2025-11-04,39
CUST02900,Male,48,Mumbai,Basic,2023-01-14,Quarterly,Debit Card,3387.87,8,1,40.9,96.5,2026-05-21,44
CUST02901,Male,49,Kolkata,Standard,2025-02-03,Monthly,Auto Pay,2451.82,10,1,7.6,111.4,2025-12-08,19
CUST02902,Female,42,Bengaluru,Basic,2024-06-30,Monthly,Credit Card,2976.52,9,3,11.4,82.1,2025-04-27,26
CUST02903,Female,25,Hyderabad,Standard,2024-07-03,Quarterly,UPI,2742.64,20,2,61.6,25.0,2026-06-03,26
CUST02904,Female,44,Bengaluru,Basic,2023-03-12,Annual,Net Banking,2468.36,18,0,83.0,47.2,2025-02-13,42
CUST02905,Male,67,Pune,Basic,2021-10-14,Annual,UPI,1453.08,17,6,83.9,92.8,2026-01-19,59
CUST02906,Male,31,Pune,Standard,2023-04-29,Quarterly,Debit Card,3495.98,9,1,30.6,96.6,2026-01-31,40
CUST02907,Male,41,Chennai,Basic,2025-02-04,Monthly,Net Banking,4802.12,8,4,86.4,59.5,2025-03-05,19
CUST02908,Female,36,Chennai,Basic,2023-06-19,Annual,UPI,3877.89,11,1,45.2,4.3,2025-10-29,38
CUST02909,Female,44,Mumbai,Standard,2025-11-19,Quarterly,Net Banking,3935.03,15,4,74.2,48.6,2026-08-17,9
CUST02910,Female,47,Kolkata,Standard,2025-07-17,Monthly,Credit Card,4192.56,11,4,54.6,23.4,2026-04-27,13
CUST02911,Male,33,Kolkata,Standard,2023-05-12,Quarterly,Credit Card,4721.01,12,1,64.8,93.2,2025-05-25,40
CUST02912,Male,26,Bengaluru,Premium,2024-01-27,Monthly,Credit Card,2110.83,10,2,43.3,52.0,2025-05-10,31
CUST02913,Male,27,Hyderabad,Standard,2022-10-25,Monthly,Credit Card,2563.23,14,1,62.9,66.5,2025-04-11,46
CUST02914,Male,32,Hyderabad,Premium,2023-01-12,Monthly,Auto Pay,535.62,11,2,14.6,25.5,2025-07-14,44
CUST02915,Male,64,Pune,Standard,2023-03-12,Monthly,Net Banking,4471.97,13,4,5.5,98.8,2026-03-06,42
CUST02916,Female,53,Mumbai,Standard,2024-06-12,Annual,Credit Card,3427.15,13,1,44.0,52.7,2025-03-14,27
CUST02917,Female,47,Hyderabad,Standard,2021-10-05,Monthly,UPI,3629.14,6,2,88.0,47.1,2025-06-19,59
CUST02918,Female,26,Chennai,Standard,2024-05-28,Quarterly,Debit Card,4475.14,13,4,49.8,117.1,2025-08-14,27
CUST02919,Male,64,Kolkata,Standard,2025-11-13,Annual,Auto Pay,4164.02,19,4,6.8,37.5,2026-08-11,9
CUST02920,Male,68,Pune,Standard,2021-03-30,Annual,Net Banking,589.46,17,3,27.9,68.6,2026-06-10,66
CUST02921,Male,42,Bengaluru,Basic,2021-08-19,Annual,UPI,4724.28,13,1,16.3,117.5,2025-12-08,61
CUST02922,Male,32,Bengaluru,Basic,2021-06-14,Annual,UPI,454.0,7,2,24.8,112.3,2025-08-09,63
CUST02923,Male,58,Delhi,Basic,2025-09-08,Quarterly,Debit Card,1570.5,11,2,46.1,16.0,2026-07-31,11
CUST02924,Female,67,Delhi,Standard,2023-06-24,Monthly,Net Banking,943.92,13,0,40.7,18.0,2026-03-23,38
CUST02925,Female,58,Bengaluru,Basic,2025-09-15,Monthly,Debit Card,3017.74,15,2,11.5,57.5,2025-06-29,11
CUST02926,Female,27,Chennai,Basic,2022-04-07,Annual,UPI,1434.91,4,2,34.3,69.3,2026-03-20,53
CUST02927,Male,29,Mumbai,Basic,2021-07-16,Monthly,UPI,1549.72,10,1,58.2,59.6,2025-09-29,62
CUST02928,Female,37,Hyderabad,Standard,2022-12-23,Monthly,Net Banking,3799.71,11,1,44.9,67.2,2026-07-14,44
CUST02929,Male,55,Chennai,Premium,2023-03-04,Annual,Debit Card,2607.63,13,1,43.3,8.6,2026-04-23,42
CUST02930,Female,22,Mumbai,Premium,2023-06-28,Monthly,Auto Pay,4665.58,15,2,19.4,28.3,2025-08-15,38
CUST02931,Female,19,Delhi,Basic,2024-01-06,Monthly,Debit Card,692.87,7,2,75.6,74.3,2025-10-23,32
CUST02932,Male,42,Hyderabad,Standard,2021-07-26,Annual,UPI,3744.87,16,1,59.3,77.7,2025-03-01,62
CUST02933,Male,62,Kolkata,Premium,2021-12-14,Annual,Auto Pay,1922.43,14,2,43.9,102.7,2026-06-23,57
CUST02934,Female,35,Pune,Basic,2025-11-18,Quarterly,UPI,2819.55,18,2,80.5,59.0,2025-12-12,9
CUST02935,Female,29,Delhi,Standard,2023-02-16,Annual,Credit Card,2874.47,11,2,25.0,9.4,2025-02-15,43
CUST02936,Female,64,Mumbai,Basic,2024-03-28,Monthly,Net Banking,3575.65,12,5,26.2,80.0,2025-12-14,29
CUST02937,Male,55,Mumbai,Basic,2025-05-24,Monthly,Debit Card,1490.86,13,2,12.6,52.0,2026-06-17,15
CUST02938,Female,18,Kolkata,Basic,2025-12-06,Monthly,Debit Card,3886.51,9,3,79.0,37.7,2025-09-11,8
CUST02939,Female,31,Hyderabad,Standard,2025-09-16,Monthly,Credit Card,428.45,7,6,23.3,2.3,2026-04-24,11
CUST02940,Female,27,Kolkata,Standard,2022-05-23,Monthly,Credit Card,4529.21,11,4,46.3,86.7,2025-03-24,52
CUST02941,Female,68,Chennai,Basic,2022-04-15,Annual,Credit Card,3754.2,22,3,71.2,108.2,2026-01-22,53
CUST02942,Female,42,Kolkata,Standard,2022-03-28,Annual,Credit Card,1110.93,11,0,53.0,28.2,2026-07-12,53
CUST02943,Male,39,Mumbai,Standard,2022-01-12,Monthly,Debit Card,2724.19,17,2,37.4,119.7,2025-05-09,56
CUST02944,Male,42,Chennai,Standard,2023-09-22,Annual,Credit Card,1370.58,14,3,78.4,19.7,2026-04-30,35
CUST02945,Male,41,Hyderabad,Basic,2023-05-12,Monthly,Net Banking,1522.78,14,2,13.1,28.1,2025-11-28,40
CUST02946,Female,35,Hyderabad,Standard,2021-01-06,Annual,Debit Card,892.57,17,3,48.0,88.3,2025-07-25,68
CUST02947,Male,67,Chennai,Basic,2024-05-25,Annual,Debit Card,3708.99,11,2,87.8,44.1,2025-06-09,27
CUST02948,Female,62,Mumbai,Standard,2022-11-12,Monthly,UPI,804.64,17,4,86.9,38.3,2026-07-02,46
CUST02949,Male,38,Chennai,Basic,2025-02-16,Monthly,Net Banking,4591.52,14,2,62.9,44.5,2026-04-16,18
CUST02950,Male,26,Chennai,Standard,2025-07-31,Monthly,Auto Pay,4188.19,11,7,67.4,13.5,2025-10-24,13
CUST02951,Female,42,Hyderabad,Premium,2023-01-03,Monthly,Net Banking,3915.47,11,3,69.4,24.8,2026-04-04,44
CUST02952,Male,63,Kolkata,Basic,2022-08-24,Monthly,Debit Card,3414.07,16,2,65.1,13.2,2026-06-21,48
CUST02953,Male,50,Mumbai,Standard,2023-09-19,Monthly,Debit Card,2152.5,14,3,41.2,51.6,2025-11-14,35
CUST02954,Female,44,Bengaluru,Premium,2021-05-15,Monthly,UPI,1585.01,13,3,9.7,88.6,2025-01-25,64
CUST02955,Male,59,Hyderabad,Basic,2024-02-17,Quarterly,Credit Card,4016.46,10,4,25.6,96.0,2025-02-20,30
CUST02956,Female,43,Pune,Standard,2023-07-31,Monthly,Net Banking,2320.47,17,0,29.1,109.2,2025-01-05,37
CUST02957,Female,66,Delhi,Standard,2024-11-15,Monthly,Auto Pay,4289.61,11,2,57.2,23.2,2025-10-27,21
CUST02958,Female,56,Delhi,Standard,2022-10-27,Monthly,Debit Card,1120.03,9,4,29.2,17.8,2025-04-22,46
CUST02959,Female,39,Hyderabad,Standard,2021-03-11,Monthly,UPI,1089.08,10,1,75.0,56.2,2026-01-24,66
CUST02960,Male,64,Hyderabad,Basic,2022-04-30,Monthly,Net Banking,1231.09,9,3,83.2,41.2,2025-01-29,52
CUST02961,Male,56,Chennai,Standard,2022-05-18,Monthly,Net Banking,2888.42,8,2,81.2,63.3,2026-02-21,52
CUST02962,Female,42,Delhi,Basic,2021-10-01,Monthly,Auto Pay,3594.61,11,2,74.6,85.2,2026-03-28,59
CUST02963,Female,27,Hyderabad,Premium,2024-11-01,Annual,Net Banking,1812.65,13,2,62.9,107.1,2025-04-19,22
CUST02964,Female,56,Pune,Standard,2024-09-24,Monthly,Net Banking,1040.0,13,0,83.7,77.7,2026-02-12,23
CUST02965,Male,49,Chennai,Basic,2024-07-01,Monthly,UPI,989.77,9,1,45.9,55.9,2025-07-15,26
CUST02966,Male,66,Kolkata,Standard,2024-02-09,Monthly,Debit Card,2835.5,18,1,66.0,80.5,2025-01-08,31
CUST02967,Female,40,Delhi,Basic,2025-09-28,Annual,Net Banking,4894.29,10,1,89.2,7.4,2025-06-15,11
CUST02968,Male,45,Mumbai,Basic,2021-05-12,Monthly,Credit Card,2039.13,14,5,20.6,37.1,2026-02-28,64
CUST02969,Male,23,Chennai,Basic,2022-12-25,Quarterly,Auto Pay,3325.93,13,2,70.4,96.5,2025-03-20,44
CUST02970,Male,19,Kolkata,Basic,2022-04-15,Monthly,Auto Pay,1453.74,10,1,40.1,6.2,2025-02-18,53
CUST02971,Male,18,Mumbai,Basic,2025-05-08,Monthly,Debit Card,1401.0,8,2,60.7,78.5,2025-08-03,16
CUST02972,Male,43,Hyderabad,Basic,2021-12-21,Monthly,Credit Card,4070.24,7,2,40.4,65.9,2026-03-05,57
CUST02973,Male,20,Kolkata,Basic,2023-10-31,Monthly,UPI,1924.28,9,0,57.1,100.6,2026-04-27,34
CUST02974,Female,29,Pune,Standard,2022-10-13,Quarterly,Net Banking,3279.19,12,2,27.9,11.1,2026-04-15,47
CUST02975,Female,64,Hyderabad,Standard,2025-09-19,Monthly,Net Banking,2932.97,8,2,46.2,110.9,2025-10-14,11
CUST02976,Male,39,Kolkata,Standard,2022-03-03,Quarterly,Debit Card,2064.7,6,2,26.6,82.3,2026-08-16,54
CUST02977,Male,61,Hyderabad,Basic,2022-03-12,Annual,Debit Card,1452.29,5,3,42.4,95.1,2026-03-03,54
CUST02978,Female,58,Chennai,Basic,2025-02-19,Monthly,UPI,309.72,13,0,50.8,68.1,2026-02-19,18
CUST02979,Male,57,Chennai,Basic,2023-04-30,Monthly,Debit Card,2533.2,11,2,24.1,98.3,2025-06-26,40
CUST02980,Male,59,Hyderabad,Basic,2021-11-25,Monthly,Net Banking,3246.06,6,5,46.6,43.0,2025-10-07,58
CUST02981,Male,56,Pune,Standard,2024-12-26,Annual,Net Banking,2540.5,20,4,88.6,89.4,2025-10-11,20
CUST02982,Male,25,Mumbai,Basic,2025-11-05,Monthly,Auto Pay,2563.77,16,1,25.6,82.1,2025-10-13,9
CUST02983,Female,64,Kolkata,Standard,2023-07-07,Annual,Net Banking,3787.15,11,0,70.9,78.3,2025-02-28,38
CUST02984,Female,28,Bengaluru,Basic,2022-03-09,Monthly,Auto Pay,3836.72,8,2,87.4,29.7,2026-01-01,54
CUST02985,Female,38,Delhi,Basic,2021-03-18,Annual,Debit Card,2581.33,13,3,22.1,1.1,2026-04-01,66
CUST02986,Female,34,Chennai,Standard,2024-05-12,Quarterly,Auto Pay,3101.92,13,2,66.9,52.2,2025-07-20,28
CUST02987,Female,68,Hyderabad,Basic,2022-03-02,Annual,Auto Pay,2912.83,12,1,83.3,16.8,2026-06-02,54
CUST02988,Male,39,Kolkata,Basic,2021-05-15,Quarterly,Credit Card,3388.04,14,2,21.5,19.6,2025-05-18,64
CUST02989,Female,19,Bengaluru,Standard,2024-02-19,Monthly,UPI,536.7,24,4,17.4,38.3,2025-11-16,30
CUST02990,Female,44,Pune,Standard,2025-07-11,Monthly,Credit Card,1272.18,11,2,36.8,45.0,2026-07-24,13
CUST02991,Female,21,Bengaluru,Basic,2021-10-17,Monthly,Debit Card,4298.21,15,4,74.6,45.2,2025-04-02,59
CUST02992,Female,65,Bengaluru,Basic,2023-11-10,Monthly,Net Banking,3474.97,15,2,88.6,52.9,2025-02-07,34
CUST02993,Female,29,Mumbai,Basic,2024-08-22,Annual,Auto Pay,1210.66,12,1,56.0,98.9,2025-12-07,24
CUST02994,Female,69,Pune,Basic,2023-11-16,Monthly,UPI,2000.78,14,3,15.5,116.2,2025-12-09,33
CUST02995,Male,20,Chennai,Basic,2023-08-08,Monthly,Auto Pay,2688.66,10,2,22.6,80.9,2026-08-09,37
CUST02996,Male,25,Hyderabad,Standard,2022-01-17,Annual,Debit Card,1328.78,13,2,43.7,9.8,2025-06-16,56
CUST02997,Female,59,Chennai,Premium,2021-07-08,Annual,Credit Card,449.49,6,3,37.0,111.6,2025-08-14,62
CUST02998,Male,20,Delhi,Basic,2022-10-21,Monthly,Credit Card,989.96,13,1,63.9,117.1,2026-02-27,47
CUST02999,Female,62,Delhi,Basic,2025-08-28,Annual,Credit Card,3772.82,9,3,15.7,57.9,2025-09-15,12
CUST03000,Female,68,Hyderabad,Basic,2024-05-25,Monthly,Auto Pay,1853.8,9,2,86.0,42.5,2026-02-22,27
CUST03001,Female,39,Pune,Standard,2021-09-18,Monthly,Debit Card,867.09,14,4,23.6,88.1,2025-07-31,60
CUST03002,Male,42,Pune,Standard,2023-10-11,Annual,Auto Pay,3568.22,16,2,47.7,84.2,2025-08-23,35
CUST03003,Female,61,Mumbai,Basic,2023-04-11,Monthly,Auto Pay,4441.81,15,1,45.4,54.5,2025-01-17,41
CUST03004,Male,20,Bengaluru,Standard,2025-05-08,Monthly,Credit Card,4292.47,13,0,32.0,15.3,2026-05-04,16
CUST03005,Female,38,Kolkata,Basic,2022-10-01,Monthly,UPI,1571.92,8,0,78.3,39.0,2025-07-04,47
CUST03006,Female,31,Kolkata,Basic,2022-12-11,Monthly,Net Banking,4496.98,14,2,53.8,113.9,2026-04-08,45
CUST03007,Female,67,Kolkata,Basic,2024-06-21,Monthly,UPI,3516.19,15,3,30.9,99.4,2025-06-13,26
CUST03008,Male,42,Kolkata,Standard,2023-07-14,Monthly,UPI,1234.8,13,1,38.1,79.9,2025-05-09,38
CUST03009,Female,66,Delhi,Basic,2021-03-28,Monthly,UPI,3970.22,12,1,78.0,119.3,2026-06-17,66
CUST03010,Female,25,Hyderabad,Standard,2025-07-29,Monthly,UPI,4324.2,10,3,8.0,39.1,2026-03-01,13
CUST03011,Female,20,Hyderabad,Standard,2023-06-02,Monthly,Credit Card,2952.96,12,2,17.4,32.9,2025-06-06,39
CUST03012,Male,26,Mumbai,Standard,2022-06-24,Monthly,Credit Card,4467.2,11,2,34.2,67.2,2025-08-06,50
CUST03013,Female,42,Chennai,Basic,2024-05-12,Monthly,Debit Card,1941.25,10,1,37.8,85.9,2025-04-21,28
CUST03014,Male,22,Hyderabad,Standard,2024-01-25,Monthly,Debit Card,2331.7,7,2,45.8,36.2,2025-01-21,31
CUST03015,Male,20,Bengaluru,Standard,2022-02-12,Annual,UPI,2107.9,17,2,40.1,85.1,2025-04-05,55
CUST03016,Male,34,Pune,Standard,2022-10-13,Quarterly,Credit Card,3348.64,9,1,51.8,110.8,2026-05-13,47
CUST03017,Female,56,Pune,Standard,2023-12-16,Monthly,Credit Card,4656.55,10,3,13.0,21.2,2025-09-18,32
CUST03018,Female,24,Hyderabad,Standard,2022-08-25,Monthly,Credit Card,802.75,9,1,44.7,50.3,2026-06-14,48
CUST03019,Male,33,Mumbai,Standard,2022-11-25,Monthly,Net Banking,1550.98,12,1,76.4,59.4,2026-03-13,45
CUST03020,Male,22,Hyderabad,Standard,2023-05-01,Quarterly,Debit Card,694.31,14,6,15.6,72.5,2026-03-10,40
CUST03021,Male,68,Kolkata,Standard,2023-03-24,Quarterly,Net Banking,2157.29,12,0,72.7,65.3,2026-08-24,41
CUST03022,Female,35,Chennai,Basic,2021-10-27,Monthly,Auto Pay,388.62,4,1,17.3,109.8,2025-12-26,58
CUST03023,Female,29,Pune,Basic,2025-07-05,Quarterly,Net Banking,1319.62,16,1,14.9,34.3,2025-08-30,14
CUST03024,Male,59,Pune,Basic,2022-06-09,Monthly,Debit Card,1668.33,8,4,50.6,45.0,2025-09-30,51
CUST03025,Male,66,Chennai,Premium,2022-08-30,Monthly,Net Banking,1170.0,4,0,23.3,47.0,2026-05-24,48
CUST03026,Female,33,Delhi,Basic,2025-08-07,Monthly,Net Banking,962.41,16,2,48.2,112.7,2025-01-26,12
CUST03027,Male,30,Mumbai,Standard,2023-07-21,Quarterly,Debit Card,839.95,11,1,67.2,111.3,2025-07-07,37
CUST03028,Male,59,Hyderabad,Basic,2022-01-07,Quarterly,Debit Card,777.67,12,2,37.9,35.8,2025-01-02,56
CUST03029,Female,42,Chennai,Basic,2022-08-13,Monthly,Net Banking,2206.85,17,3,86.7,59.6,2025-05-29,49
CUST03030,Female,41,Hyderabad,Basic,2025-11-16,Quarterly,Credit Card,1199.9,15,0,61.6,107.5,2025-03-31,9
CUST03031,Male,26,Chennai,Basic,2024-07-16,Monthly,Credit Card,4764.65,15,0,44.0,92.6,2026-07-21,25
